Date,Open,High,Low,Close,Adj Close,Volume
2010-01-01,120.709999,130.440002,120.709999,128.690002,87.496315,2204500
2010-01-08,129.860001,132.389999,123.580002,123.680000,84.090042,1727300
2010-01-15,122.070000,124.709999,115.910004,116.320000,79.085976,1975200
2010-01-22,117.260002,117.889999,111.699997,112.769997,76.672310,2385700
2010-01-29,113.889999,117.400002,110.550003,110.839996,75.360123,2474000
2010-02-05,108.260002,112.320000,104.879997,112.040001,76.176010,2881200
2010-02-12,109.809998,113.580002,108.379997,113.220001,76.978279,1398500
2010-02-19,111.199997,113.250000,107.760002,110.029999,74.809395,1842900
2010-02-26,110.989998,116.599998,110.180000,113.610001,77.243446,2152100
2010-03-05,116.019997,120.669998,115.099998,119.639999,81.343231,2164000
2010-03-12,119.980003,120.220001,115.349998,117.349998,79.786270,2026400
2010-03-19,116.680000,118.739998,111.360001,111.779999,75.999229,2095400
2010-03-26,112.660004,119.699997,111.379997,119.129997,80.996483,1910300
2010-04-02,120.110001,122.099998,118.400002,120.699997,82.063942,1451300
2010-04-09,122.470001,123.180000,119.080002,121.489998,82.601051,2053800
2010-04-16,120.769997,121.040001,115.419998,117.500000,79.888252,2482400
2010-04-23,116.370003,118.889999,113.089996,116.260002,79.045174,2030400
2010-04-30,116.639999,116.870003,102.000000,107.660004,73.198036,3235900
2010-05-07,111.000000,115.660004,106.669998,112.980003,76.815109,3060600
2010-05-14,112.110001,112.360001,101.779999,101.919998,69.295403,3070500
2010-05-21,100.820000,108.970001,99.019997,108.949997,74.075119,4195100
2010-05-28,108.830002,110.629997,105.660004,110.199997,76.284904,2256700
2010-06-04,107.650002,111.910004,104.040001,111.760002,77.364807,2700900
2010-06-11,110.080002,115.570000,110.080002,114.129997,79.005417,2449700
2010-06-18,113.570000,118.720001,113.570000,114.529999,79.282318,2000500
2010-06-25,114.589996,115.639999,108.309998,110.059998,76.188011,2345800
2010-07-02,110.500000,113.430000,108.730003,111.709999,77.330200,1505200
2010-07-09,112.029999,114.860001,109.519997,111.050003,76.873322,1653600
2010-07-16,109.930000,114.790001,103.389999,114.180000,79.040047,1853800
2010-07-23,114.209999,115.989998,112.620003,114.000000,78.915421,1069000
2010-07-30,110.519997,118.050003,110.519997,116.589996,80.708336,1021100
2010-08-06,115.610001,117.099998,109.209999,110.239998,76.312584,1864000
2010-08-13,110.410004,112.519997,109.070000,110.839996,76.727936,1351300
2010-08-20,110.129997,111.580002,106.720001,108.320000,74.983505,1482600
2010-08-27,109.250000,111.870003,107.680000,111.589996,77.247131,1364400
2010-09-03,109.739998,110.660004,108.470001,109.879997,76.063393,1384700
2010-09-10,109.900002,112.550003,109.720001,110.489998,77.928444,1221200
2010-09-17,110.559998,112.980003,109.610001,111.169998,78.408058,1478000
2010-09-24,113.629997,116.930000,112.809998,116.419998,82.110870,1348600
2010-10-01,116.660004,124.180000,116.040001,122.059998,86.088753,1845100
2010-10-08,121.889999,129.899994,120.970001,128.179993,90.405174,1925500
2010-10-15,129.630005,130.220001,124.070000,125.230003,88.324554,2276800
2010-10-22,125.419998,129.070007,121.760002,123.019997,86.765846,1677000
2010-10-29,122.040001,131.330002,122.029999,131.059998,92.436447,1509200
2010-11-05,131.529999,136.500000,128.970001,136.449997,96.238014,1386700
2010-11-12,133.399994,133.399994,122.889999,125.300003,88.373932,2008200
2010-11-19,124.489998,125.080002,119.889999,123.379997,87.019753,1337000
2010-11-26,121.099998,130.589996,120.019997,130.300003,91.900429,1660700
