Date,Open,High,Low,Close,Adj Close,Volume
2010-01-01,65.820000,66.320000,65.339996,65.860001,35.135941,5740600
2010-01-08,65.629997,67.519997,64.720001,65.099998,34.730476,6105600
2010-01-15,64.120003,64.959999,61.139999,61.299999,32.703209,8214000
2010-01-22,61.000000,61.330002,57.500000,58.020000,30.953341,9674100
2010-01-29,58.830002,59.599998,56.840000,56.900002,30.355825,10056000
2010-02-05,55.610001,57.549999,54.009998,57.419998,30.633240,17542700
2010-02-12,56.680000,58.810001,56.419998,58.750000,31.342787,12678800
2010-02-19,57.520000,58.500000,54.450001,55.380001,29.544910,15765200
2010-02-26,54.950001,57.470001,54.610001,56.410000,30.094406,11126000
2010-03-05,57.119999,58.959999,56.939999,58.689999,31.310785,11765900
2010-03-12,59.040001,59.110001,57.500000,58.080002,30.985353,9434400
2010-03-19,57.320000,58.029999,56.000000,56.259998,30.014393,11443200
2010-03-26,56.889999,59.349998,56.669998,59.349998,31.662884,12381800
2010-04-02,59.759998,60.240002,57.720001,58.549999,31.236090,10182300
2010-04-09,58.880001,60.099998,58.720001,59.410000,31.694897,8070300
2010-04-16,58.970001,59.279999,56.270000,57.040001,30.430523,13114900
2010-04-23,56.540001,57.540001,53.910000,55.740002,29.736975,20687000
2010-04-30,54.490002,54.970001,46.240002,48.720001,25.991850,30837600
2010-05-07,48.169998,51.799999,46.250000,50.139999,26.749401,33598400
2010-05-14,49.099998,49.259998,45.500000,46.450001,24.780813,36767000
2010-05-21,46.119999,47.840000,43.070000,47.840000,25.522373,30497900
2010-05-28,47.380001,48.180000,45.240002,48.080002,26.510887,19805400
2010-06-04,46.250000,46.740002,44.259998,46.709999,25.755474,29730200
2010-06-11,46.189999,50.610001,46.110001,50.150002,27.652260,21928200
2010-06-18,49.529999,50.799999,46.930000,47.240002,26.047712,18500600
2010-06-25,46.720001,47.259998,44.430000,45.090000,24.862230,24096100
2010-07-02,45.860001,48.639999,45.119999,48.580002,26.786577,12846900
2010-07-09,48.599998,50.529999,48.060001,50.439999,27.812162,15041700
2010-07-16,50.209999,50.209999,47.139999,48.930000,26.979563,16856300
2010-07-23,48.650002,51.380001,48.439999,50.220001,27.690865,13949700
2010-07-30,50.230000,53.700001,50.060001,53.560001,29.532505,14376500
2010-08-06,53.070000,54.139999,49.570000,50.070000,27.608152,16533700
2010-08-13,49.680000,50.799999,48.549999,48.810001,26.913401,10951100
2010-08-20,48.009998,48.799999,46.250000,46.639999,25.716881,14502800
2010-08-27,47.240002,49.279999,46.240002,49.209999,27.133949,15159900
2010-09-03,50.099998,50.410000,48.500000,49.470001,27.277317,11147900
2010-09-10,49.509998,51.470001,49.400002,50.610001,27.905903,14321300
2010-09-17,50.099998,51.330002,49.200001,49.869999,27.497871,18967600
2010-09-24,50.709999,52.459999,50.549999,51.599998,28.451780,13061100
2010-10-01,52.939999,54.119999,51.200001,53.630001,29.571104,15994000
2010-10-08,53.570000,54.869999,51.910000,54.689999,30.155575,15909400
2010-10-15,55.360001,55.500000,52.990002,54.439999,30.017744,16848500
