Date,Open,High,Low,Close,Adj Close,Volume
2020-08-27,34.500000,34.500000,33.930000,34.419998,33.055336,201900
2020-08-28,34.680000,35.209999,34.470001,34.820000,33.439480,103400
2020-08-31,34.639999,34.650002,34.330002,34.509998,33.141769,92400
2020-09-01,34.660000,34.900002,34.470001,34.660000,33.285824,121400
2020-09-02,34.200001,34.220001,33.570000,33.689999,32.354279,137400
2020-09-03,33.360001,33.470001,32.930000,33.349998,32.027760,176000
2020-09-04,33.540001,33.540001,32.669998,33.240002,31.922125,85500
2020-09-08,32.880001,32.939999,32.400002,32.529999,31.240271,128000
2020-09-09,32.910000,32.980000,32.700001,32.900002,31.595604,212000
2020-09-10,32.500000,32.610001,31.870001,31.870001,30.606440,188800
2020-09-11,31.540001,32.259998,31.540001,31.879999,31.879999,161400
2020-09-14,32.060001,32.099998,31.879999,32.020000,32.020000,108900
2020-09-15,32.340000,32.419998,32.110001,32.240002,32.240002,79000
2020-09-16,32.410000,32.470001,32.150002,32.310001,32.310001,159900
2020-09-17,32.279999,32.730000,32.230000,32.700001,32.700001,135800
2020-09-18,32.799999,32.799999,32.169998,32.299999,32.299999,148100
2020-09-21,31.770000,31.900000,31.410000,31.760000,31.760000,159900
2020-09-22,31.540001,31.590000,31.030001,31.219999,31.219999,188200
