Date,Open,High,Low,Close,Adj Close,Volume
2020-08-27,37.770000,38.279999,37.500000,38.150002,38.150002,6231600
2020-08-28,38.330002,38.459999,37.880001,38.380001,38.380001,5058100
2020-08-31,38.349998,38.450001,37.570000,37.889999,37.889999,6165700
2020-09-01,37.419998,37.599998,36.619999,37.160000,37.160000,6267700
2020-09-02,37.000000,37.169998,36.380001,36.380001,36.380001,7441600
2020-09-03,36.029999,36.869999,35.840000,35.990002,35.990002,8733400
2020-09-04,36.360001,36.689999,35.669998,35.860001,35.860001,8285300
2020-09-08,35.299999,35.299999,33.740002,34.060001,34.060001,9338600
2020-09-09,34.849998,34.849998,34.220001,34.459999,34.459999,6440000
2020-09-10,34.430000,34.520000,32.860001,32.919998,32.919998,8582800
2020-09-11,32.880001,33.439999,32.639999,33.110001,33.110001,6769100
2020-09-14,33.240002,33.869999,33.009998,33.520000,33.520000,5436000
2020-09-15,33.730000,34.220001,33.610001,33.799999,33.799999,8333400
2020-09-16,34.119999,35.529999,33.650002,35.080002,35.080002,9240700
2020-09-17,34.400002,36.110001,34.160000,36.090000,36.090000,13147700
2020-09-18,35.799999,36.450001,35.400002,35.869999,35.869999,12409800
2020-09-21,34.810001,35.080002,34.090000,34.360001,34.360001,11316000
2020-09-22,34.340000,34.810001,34.009998,34.299999,34.299999,7963000
