Date,Open,High,Low,Close,Adj Close,Volume
2010-01-01,39.465130,40.471386,39.282173,40.250313,27.954245,43246100
2010-01-08,40.105473,40.966892,39.625214,40.387531,28.049538,45859500
2010-01-15,40.273182,41.012630,39.686199,39.823418,27.657763,56032300
2010-01-22,39.640461,39.785301,36.415863,36.858006,25.598251,77455800
2010-01-29,37.086700,38.504608,36.423485,36.713165,25.497665,84254200
2010-02-05,36.507339,38.359768,35.546822,37.277279,25.889446,69667700
2010-02-12,36.865627,38.306408,36.545456,37.254410,25.873562,57356800
2010-02-19,37.124817,37.574585,35.943226,36.819889,25.833784,59502300
2010-02-26,36.880875,38.100582,36.553078,37.612698,26.390045,66849000
2010-03-05,38.001480,39.350780,37.910004,39.106838,27.438366,62209700
2010-03-12,39.289795,40.539993,39.000114,40.181705,28.192526,65134500
2010-03-19,39.922520,40.387531,39.137333,39.282173,27.561398,70977400
2010-03-26,39.480373,39.709068,38.618958,39.655708,27.823471,76732400
2010-04-02,39.914894,41.287064,39.655708,41.119354,28.850409,55311400
2010-04-09,41.332806,43.825581,41.325180,43.497784,30.519178,86556000
2010-04-16,43.314827,43.939926,42.224712,43.436798,30.476379,68103900
2010-04-23,43.375813,45.853340,41.363297,45.052910,31.610292,94321800
2010-04-30,45.197750,46.143021,39.640461,41.996017,29.465488,101123400
2010-05-07,41.591991,44.526909,41.005009,43.406303,30.454990,90032700
2010-05-14,43.032768,43.109001,38.702812,38.824783,27.240473,99667700
2010-05-21,38.062466,39.815792,36.979977,39.800549,28.212931,101232900
2010-05-28,39.991127,40.250313,38.314030,39.625214,28.088644,70428300
2010-06-04,38.832405,40.852543,37.749916,40.684834,28.839766,89890300
2010-06-11,40.303677,42.140858,40.074982,42.064629,29.817833,66095400
2010-06-18,42.293324,43.413929,39.625214,40.029243,28.375040,73670400
2010-06-25,40.143589,40.143589,36.636932,37.254410,26.408081,99737600
2010-07-02,37.483105,39.770054,36.903744,39.297417,27.856270,57491100
2010-07-09,39.373650,40.898285,39.183071,40.296055,28.564175,54983600
2010-07-16,40.097851,41.081238,38.725681,40.608604,28.785721,56369200
2010-07-23,40.578110,42.346684,40.219822,41.591991,29.482798,59511300
2010-07-30,41.241325,44.237228,41.081238,43.985664,31.497789,71315400
2010-08-06,43.482536,43.886562,41.622482,42.194221,30.214951,57670500
2010-08-13,41.820686,42.880306,41.393787,41.706341,29.865589,47251200
2010-08-20,41.386166,41.599613,39.716694,39.953011,28.610043,65453400
2010-08-27,40.372284,41.538628,39.640461,41.492889,29.712723,52245100
2010-09-03,41.668224,42.232338,40.852543,41.721584,29.876509,34730400
2010-09-10,42.095119,42.590626,41.683468,42.201843,30.220404,42236500
2010-09-17,42.293324,43.581638,41.927410,42.095119,30.143986,49768000
2010-09-24,42.392426,44.206738,42.194221,43.779839,31.350410,55097500
2010-10-01,44.191490,45.738995,43.299580,45.517921,32.595036,68867300
2010-10-08,45.548416,46.242123,44.892822,45.982933,32.928017,53809300
2010-10-15,46.257370,47.149281,45.388329,46.592789,33.364738,76927600
2010-10-22,46.859600,47.743885,45.144386,45.418819,32.524063,89825000
2010-10-29,45.266357,46.851974,44.496418,46.691891,33.738071,66607000
2010-11-05,46.783367,48.231770,46.676643,47.942089,34.641418,60888500
2010-11-12,47.477074,47.736263,46.120152,47.073048,34.013470,53717100
2010-11-19,47.027309,47.217888,45.784733,46.844353,33.848217,35747900
2010-11-26,46.478439,48.696781,45.411198,48.559566,35.087578,48803500
2010-12-03,48.529072,49.550575,48.429970,49.299011,35.621880,48655100
2010-12-10,49.382866,50.572079,49.070316,50.061329,36.172714,50121800
2010-12-17,50.061329,51.197182,49.291389,51.136196,36.949368,48270100
2010-12-24,50.960861,52.073845,50.800774,51.837524,37.456131,22849100
2010-12-31,51.784164,52.455002,50.854137,51.052341,36.888783,51542900
2011-01-07,51.166687,52.592220,50.694050,51.273411,37.048512,44881700
2011-01-14,51.288658,52.096714,50.709297,51.235294,37.020981,36552000
