Date,Open,High,Low,Close,Adj Close,Volume
2020-08-27,19.160000,19.160000,18.680000,18.820000,18.512115,391500
2020-08-28,18.879999,19.000000,18.770000,18.969999,18.659660,98400
2020-08-31,18.850000,18.870001,18.530001,18.600000,18.295715,115900
2020-09-01,18.440001,18.639999,18.299999,18.520000,18.217024,220100
2020-09-02,18.190001,18.320000,18.080000,18.320000,18.020294,297800
2020-09-03,18.309999,18.530001,18.010000,18.120001,17.823568,231300
2020-09-04,18.250000,18.299999,17.889999,18.059999,17.764547,189800
2020-09-08,17.750000,17.820000,17.510000,17.580000,17.292400,378900
2020-09-09,17.980000,18.110001,17.889999,17.959999,17.666183,361100
2020-09-10,18.129999,18.240000,17.650000,17.700001,17.410439,494800
2020-09-11,17.930000,18.030001,17.770000,17.840000,17.548147,181400
2020-09-14,17.690001,17.760000,17.620001,17.680000,17.390766,375600
2020-09-15,17.920000,18.020000,17.760000,17.809999,17.518639,318100
2020-09-16,17.920000,18.160000,17.780001,18.150000,17.853075,206800
2020-09-17,17.799999,18.010000,17.740000,17.940001,17.646511,225000
2020-09-18,17.639999,17.660000,17.330000,17.360001,17.076000,327400
2020-09-21,16.709999,16.719999,16.270000,16.490000,16.490000,444200
2020-09-22,16.750000,16.850000,16.350000,16.420000,16.420000,946500
