Date,Open,High,Low,Close,Adj Close,Volume
2020-08-27,21.520000,21.540001,21.040001,21.139999,21.139999,10231000
2020-08-28,21.340000,21.469999,21.150000,21.379999,21.379999,7871900
2020-08-31,21.389999,21.420000,20.910000,20.930000,20.930000,7775700
2020-09-01,20.910000,21.150000,20.690001,20.770000,20.770000,11404900
2020-09-02,20.690001,20.799999,20.510000,20.570000,20.570000,12777000
2020-09-03,20.600000,21.090000,20.500000,20.610001,20.610001,13144900
2020-09-04,20.980000,21.000000,20.309999,20.540001,20.540001,11604600
2020-09-08,20.370001,20.469999,19.959999,20.150000,20.150000,13793400
2020-09-09,20.670000,20.709999,20.270000,20.320000,20.320000,11437500
2020-09-10,20.559999,20.600000,19.889999,19.910000,19.910000,13894700
2020-09-11,20.049999,20.240000,19.840000,20.059999,20.059999,10331700
2020-09-14,20.120001,20.120001,19.799999,19.840000,19.840000,9731200
2020-09-15,19.940001,20.160000,19.629999,19.660000,19.660000,12800900
2020-09-16,19.750000,20.250000,19.549999,19.959999,19.959999,14637100
2020-09-17,19.670000,19.799999,19.430000,19.559999,19.559999,15839000
2020-09-18,19.230000,19.309999,18.870001,18.879999,18.879999,19415800
2020-09-21,18.309999,18.410000,18.110001,18.320000,18.320000,17000200
2020-09-22,18.840000,18.980000,18.340000,18.480000,18.480000,10344100
